Name|Age|Hometown|Boarded|Destination|Lifeboat|Body|Pclass|Survived|CrewDept|Position|Gender
"Nicholls, Mr. Joseph Charles ""Joe"""|19|St. Ives, Cornwall, England|Southampton|Houghton, Michigan, US||101MB|2|FALSE|||M
Norman, Mr. Robert Douglas|28|Glasgow, Scotland|Southampton|Houghton, Michigan, US||287MB|2|FALSE|||M
Nye, Mrs. Elizabeth (née Ramell)|29|East Orange, New Jersey, US|Southampton|East Orange, New Jersey, US|11||2|TRUE|||F
Otter, Mr. Richard|39|Middleburg Heights, Ohio, US|Southampton|Middleburg Heights, Ohio, US|||2|FALSE|||M
Oxenham, Mr. Percy Thomas|22|London, England|Southampton|North Bergen, New Jersey, US|13||2|TRUE|||M
Padron Manent, Mr. Julian|26|Barcelona, Catalonia, Spain|Cherbourg|Havana, Cuba|9||2|TRUE|||M
"Pain, Dr. Alfred ""Alf"""|23|Hamilton, Ontario, Canada|Southampton|Hamilton, Ontario, Canada|||2|FALSE|||M
Pallas y Castello, Mr. Emilio|29|Barcelona, Catalonia, Spain|Cherbourg|Havana, Cuba|9||2|TRUE|||M
Parker, Mr. Clifford Richard|28|Guernsey, Channel Islands|Southampton|New York City|||2|FALSE|||M
"Parkes, Mr. Francis ""Frank""[60]"|18|Belfast, Ireland|Belfast|New York City|||2|FALSE|||M
Parrish, Mrs. Lutie Davis (née Temple)|60|Woodford County, Kentucky, US|Southampton|Woodford County, Kentucky, US|12||2|TRUE|||F
Pengelly, Mr. Frederick William|19|Gunnislake, Cornwall, England|Southampton|Butte, Montana, US|||2|FALSE|||M
Peruschitz, Father Josef|28|Scheyern, Bavaria, German Empire[note 2]|Southampton|St. Cloud, Minnesota, US|||2|FALSE|||M
Phillips, Mr. Escott Robert|42|Ilfracombe, Devon, England|Southampton|New Brighton, Pennsylvania, US|||2|FALSE|||M
Phillips, Miss Alice Frances Louisa|21|Ilfracombe, Devon, England|Southampton|New Brighton, Pennsylvania, US|12||2|TRUE|||F
Phillips, Miss Kate Florence (alias Mrs. Kate Marshall)[10][78]|19|Birmingham, Worcester, England|Southampton|Los Angeles, US|11||2|TRUE|||F
Pinsky, Mrs. Rosa|21|Brooklyn, New York, US|Southampton|Brooklyn, New York, US|9||2|TRUE|||F
Ponesell, Mr. Martin|34|Southampton, Hampshire, England|Southampton|New York City|||2|FALSE|||M
Portaluppi, Mr. Emilio Ilario Giuseppe|34|Milford, New Hampshire, US|Southampton|Milford, New Hampshire, US|14||2|TRUE|||M
Pulbaum, Mr. Franz|27|New York City|Southampton|New York City|||2|FALSE|||M
Quick, Mrs. Jane (née Richards)|33|Plymouth, Devon, England|Southampton|Detroit, Michigan, US|11||2|TRUE|||F
Quick, Miss Winnifred Vera|8|Plymouth, Devon, England|Southampton|Detroit, Michigan, US|11||2|TRUE|||F
Quick, Miss Phyllis May|2|Plymouth, Devon, England|Southampton|Detroit, Michigan, US|11||2|TRUE|||F
Reeves, Mr. David|36|Slinfold, West Sussex, England|Southampton|New York City|||2|FALSE|||M
Renouf, Mr. Peter Henry|33|Elizabeth, New Jersey, US|Southampton|Elizabeth, New Jersey, US|||2|FALSE|||M
"Renouf, Mrs. Lillian ""Lily"" (née Jefferys)"|30|Elizabeth, New Jersey, US|Southampton|Elizabeth, New Jersey, US|12||2|TRUE|||F
Reynaldo, Miss Encarnación|28|Marbella, Spain|Southampton|New York City|9||2|TRUE|||F
Richard, Mr. Emile Philippe|23|Paris, France|Cherbourg|Montreal, Quebec, Canada|||2|FALSE|||M
Richards, Mrs. Emily (née Hocking)|23|Penzance, Cornwall, England|Southampton|Akron, Ohio, US|4||2|TRUE|||F
Richards, Master William Rowe|3|Penzance, Cornwall, England|Southampton|Akron, Ohio, US|4||2|TRUE|||M
Richards, Master Sibley George|0.75|Penzance, Cornwall, England|Southampton|Akron, Ohio, US|4||2|TRUE|||M
Rico, Mr. Osvaldo|33|Cochabamba, Bolivia|Southampton|Cochabamba, Bolivia|||2|TRUE|||M
Ridsdale, Miss Lucy|50|London, England|Southampton|Marietta, Ohio, US|13||2|TRUE|||F
Rogers, Mr. Reginald Harry|18|Tavistock, Devon, England|Southampton|Wilkes Barre, Pennsylvania, US|||2|FALSE|||M
Rugg, Miss Emily|21|Guernsey, Channel Islands|Southampton|Wilmington, Delaware, US|12||2|TRUE|||F
Schmidt, Mr. August|26|Newark, New Jersey, US|Southampton|Newark, New Jersey, US|||2|FALSE|||M
Sedgwick, Mr. Charles Frederick Waddington|25|Liverpool, Merseyside, England|Southampton|Minatitlán, Veracruz, Mexico|||2|FALSE|||M
Sharp, Mr. Percival James|27|London, England, UK|Southampton|New York City|||2|FALSE|||M
Shelley, Mrs. Imanita (née Parrish Hall)|25|Deer Lodge, Montana, US|Southampton|Deer Lodge, Montana, US|12||2|TRUE|||F
Silvén, Miss Lyyli Karolina|17|Tornio, Finland, Russian Empire[note 6]|Southampton|Minneapolis, Minnesota, US|16||2|TRUE|||F
Sincock, Miss Maude|20|St. Ives, Cornwall, England|Southampton|Hancock, Michigan, US|11||2|TRUE|||F
Sinkkonen, Miss Anna|30|Turku, Finland, Russian Empire[note 6]|Southampton|Brighton, Boston, Massachusetts, US|10||2|TRUE|||F
Sjöstedt, Mr. Ernst Adolf|30|Hjo, Västergötland, Sweden|Southampton|Sault Ste Marie, Michigan, US|10||2|TRUE|||M
Slayter, Miss Hilda Mary|30|Halifax, Nova Scotia, Canada|Queenstown|Vancouver, British Columbia, Canada|13||2|TRUE|||F
Slemen, Mr. Richard James|35|Landrake, Cornwall, England|Southampton|Nashua, New Hampshire, US|||2|FALSE|||M
Smith, Miss Marion Elsie|39|Basingstoke, Hampshire, England|Southampton|Washington, DC US|9||2|TRUE|||F
Sobey, Mr. Samuel James Hayden|25|Porthallow, Cornwall, England|Southampton|Houghton, Michigan, US|||2|FALSE|||M
Stanton, Mr. Samuel Ward|42|New York City|Southampton|New York City|||2|FALSE|||M
Stokes, Mr. Philip Joseph|25|London, England|Southampton|Detroit, Michigan, US||81MB|2|FALSE|||M
Sweet, Mr. George Frederick|14|Yeovil, Somerset, England|Southampton|Bernardsville, New Jersey, US|||2|FALSE|||M
Taylor, Mr. Percy Cornelius[60]|32|London, England|Southampton|New York City|||2|FALSE|||M
Toomey, Miss Ellen Mary|48|Indianapolis, Indiana, US|Southampton|Indianapolis, Indiana, US|9||2|TRUE|||F
Troupiansky, Mr. Moses Aaron|23|London, England|Southampton|New York City|||2|FALSE|||M
Trout, Mrs. Jessie L.|26|Columbus, Ohio, US|Southampton|Columbus, Ohio, US|9||2|TRUE|||F
"Troutt, Miss Edwina Celia ""Winnie"""|27|Bath, Somerset, England|Southampton|Auburndale, Florida, US|16||2|TRUE|||F
Turpin, Mr. William John Robert|29|Plymouth, Devon, England|Southampton|Salt Lake City, Utah, US|||2|FALSE|||M
Turpin, Mrs. Dorothy Ann (née Wonnacott)|27|Plymouth, Devon, England|Southampton|Salt Lake City, Utah, US|||2|FALSE|||F
Veal, Mr. James|40|Barre, Vermont, US|Southampton|Barre, Vermont, US|||2|FALSE|||M
"Wallcroft, Miss Ellen ""Nellie"""|36|Maidenhead, Berkshire, England|Southampton|Mamaroneck, New York, US|14||2|TRUE|||F
Ware, Mr. John James|45|Bristol, Avon, England|Southampton|New Britain, Connecticut, US|||2|FALSE|||M
Ware, Mrs. Florence Louise (née Long)|31|Bristol, Avon, England|Southampton|New Britain, Connecticut, US|10||2|TRUE|||F
Ware, Mr. William Jeffery|23|Gunnislake, Cornwall, England|Southampton|Butte, Montana, US|||2|FALSE|||M
Watson, Mr. Ennis Hastings[60]|15|Belfast, Northern Ireland, UK|Belfast|New York City|||2|FALSE|||M
"Watt, Mrs. Elizabeth Inglis ""Bessie"" (née Milne)"|40|Aberdeen, Aberdeenshire, Scotland|Southampton|Portland, Oregon, US|9||2|TRUE|||F
"Watt, Miss Robertha Josephine ""Bertha"""|12|Aberdeen, Aberdeenshire, Scotland|Southampton|Portland, Oregon, US|9||2|TRUE|||F
Webber, Miss Susan|37|Bude, Cornwall, England|Southampton|Hartford, Connecticut, US|12||2|TRUE|||F
Weisz, Mr. Leopold|28|Bromsgrove, Worcestershire, England|Southampton|Montreal, Quebec, Canada||293MB|2|FALSE|||M
Weisz, Mrs. Mathilde Françoise (née Pëde)|37|Bromsgrove, Worcestershire, England|Southampton|Montreal, Quebec, Canada|10||2|TRUE|||F
Wells, Mrs. Addie Dart (née Trevaskis)|29|Heamoor, Cornwall, England|Southampton|Akron, Ohio, US|14||2|TRUE|||F
Wells, Miss Joan|4|Heamoor, Cornwall, England|Southampton|Akron, Ohio, US|14||2|TRUE|||F
Wells, Master Ralph Lester|2|Heamoor, Cornwall, England|Southampton|Akron, Ohio, US|14||2|TRUE|||M
West, Mr. Edwy Arthur|36|Bournemouth, Dorset, England|Southampton|Gainesville, Florida, US|||2|FALSE|||M
West, Mrs. Ada Mary (née Worth)[62][79]|33|Bournemouth, Dorset, England|Southampton|Gainesville, Florida, US|10||2|TRUE|||F
West, Miss Constance Mirium|4|Bournemouth, Dorset, England|Southampton|Gainesville, Florida, US|10||2|TRUE|||F
West, Miss Barbara Joyce|0.8333|Bournemouth, Dorset, England|Southampton|Gainesville, Florida, US|10||2|TRUE|||F
Wheadon, Mr. Edward H.|66|Guernsey, Channel Islands|Southampton|Edgewood, Rhode Island, US|||2|FALSE|||M
"Wheeler, Mr. Edwin Charles ""Fred"""|24|Bath, Somerset, England|Southampton|Asheville, North Carolina, US|||2|FALSE|||M
Whilems, Mr. Charles|32|London, England|Southampton|New York City|9||2|TRUE|||M
Wilkinson, Miss Elizabeth Anne (alias Mrs. Elizabeth Faunthorpe)|29|Manchester, England|Southampton|Philadelphia, Pennsylvania, US|16||2|TRUE|||F
Williams, Mr. Charles Eugene|23|Harrow, London, England|Southampton|Chicago, Illinois, US|14||2|TRUE|||M
Woodward, Mr. John Wesley[60]|32|Oxford, Oxfordshire, England|Southampton|New York City|||2|FALSE|||M
Wright, Miss Marion|26|Yeovil, Somerset, England|Southampton|Cottage Grove, Oregon, US|9||2|TRUE|||F
Yvois, Miss Henriette|24|Paris, France|Southampton|Montreal, Quebec, Canada|||2|FALSE|||F
Abbing, Mr. Anthony|40|Cincinnati, Ohio, US|Southampton|Cincinnati, Ohio, US|||3|FALSE|||M
Abbott, Mrs. Rhoda Mary (née Hunt)|39|East Providence, Rhode Island, US|Southampton|East Providence, Rhode Island, US|A||3|TRUE|||F
Abbott, Mr. Rossmore Edward|16|East Providence, Rhode Island, US|Southampton|East Providence, Rhode Island, US|||3|FALSE|||M
Abbott, Mr. Eugene Joseph|14|East Providence, Rhode Island, US|Southampton|East Providence, Rhode Island, US|||3|FALSE|||M
Abd al-Khaliq, Mr. Farid Qasim Husayn|18|Shana, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Abelseth, Miss Karen Marie|16|Sondmore, Norway|Southampton|Los Angeles, California, US|16||3|TRUE|||F
Abelseth, Mr. Olaus Jørgensen|25|Perkins County, South Dakota, US|Southampton|Perkins County, South Dakota, US|A||3|TRUE|||M
Abrahamsson, Mr. Abraham August Johannes|20|Dalsbruk, Finland|Southampton|Hoboken, New Jersey, US|15||3|TRUE|||M
Abrahim, Mrs. Mary Sophie Halaut (née Easu)|18|Shwayhad, Syria|Cherbourg|Greensburg, Pennsylvania, US|C||3|TRUE|||F
Adahl, Mr. Mauritz Nils Martin|30|Asarum, Småland, Sweden|Southampton|Brooklyn, New York, US||72MB|3|FALSE|||M
Adams, Mr. John|26|Bournemouth, Dorset, England|Southampton|La Porte City, Iowa, US||103MB|3|FALSE|||M
Ahlin, Mrs. Johanna Persdotter (née Larsson)|40|Göteborg, Västergötland, Sweden|Southampton|Akeley, Minnesota, US|||3|FALSE|||F
Aks, Mrs. Leah (née Rosen)|18|London, England|Southampton|Norfolk, Virginia, US|13||3|TRUE|||F
Aks, Master Frank Philip|0.8333|London, England|Southampton|Norfolk, Virginia, US|11||3|TRUE|||M
Al-Muna, Mr. Nasif Qasim|26|Fredericksburg, Virginia, US|Cherbourg|Fredericksburg, Virginia, US|15||3|TRUE|||M
Alexander, Mr. William|23|Great Yarmouth, Norfolk, England|Southampton|Albion, Michigan, US|||3|FALSE|||M
Alhomäki, Mr. Ilmari Rudolf|19|Salo, Finland|Southampton|Astoria, Oregon, US|||3|FALSE|||M
Ali, Mr. Ahmed|24|Buenos Aires, Argentina|Southampton|New York City|||3|FALSE|||M
Ali, Mr. William|25|Buenos Aires, Argentina|Southampton|New York City||79MB|3|FALSE|||M
Allen, Mr. William Henry|35|Birmingham, West Midlands, England|Southampton|New York City|||3|FALSE|||M
Allum, Mr. Owen George|15|Southall, London, England|Southampton|New York City||259MB|3|FALSE|||M
Al-Zainni, Mr. Fahim Ruhanna|22|Toula, Lebanon|Cherbourg|Dayton, Ohio, US|6||3|TRUE|||M
Andersen, Mr. Albert Karvin|33|Bergen, Norway|Southampton|New York City||260MB|3|FALSE|||M
Andersen-Jensen, Miss Carla Christine|19|Eskilstrup, Denmark|Southampton|Portland, Oregon, US|16||3|TRUE|||F
Andersson, Mr. Anders Johan|39|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||M
Andersson, Mrs. Alfrida Konstantia (née Brogren)|39|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||F
Andersson, Miss Sigrid Elisabeth|11|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||F
Andersson, Miss Ingeborg Constanzia|9|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||F
Andersson, Miss Ebba Iris Alfrida|6|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||F
Andersson, Master Sigvard Harald Elias|4|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||M
Andersson, Miss Ellis Anna Maria|2|Kisa, Östergötland, Sweden|Southampton|Winnipeg, Manitoba, Canada|||3|FALSE|||F
Andersson, Miss Erna Alexandra|17|Kullaa, Finland|Southampton|New York City|D||3|TRUE|||F
Andersson, Miss Ida Augusta Margareta|38|Vadsbro, Sörmland, Sweden|Southampton|Manistee, Michigan, US|||3|FALSE|||F
Andersson, Mr. Johan Samuel|26|Hartford, Connecticut, US|Southampton|Hartford, Connecticut, US|||3|FALSE|||M
Andreasson, Mr. Paul Edvin|20|Kalfsnäs, Småland, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Angheloff, Mr. Minko|26|Terziysko, Troyan, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Arnold-Franchi, Mr. Josef|25|Altdorf, Uri, Switzerland|Southampton|New Glarus, Wisconsin, US|||3|FALSE|||M
Arnold-Franchi, Mrs. Josefine (née Franchi)|18|Altdorf, Uri, Switzerland|Southampton|New Glarus, Wisconsin, US|||3|FALSE|||F
Aronsson, Mr. Ernst Axel Algot|24|Horset, Småland, Sweden|Southampton|Joliet, Illinois, US|||3|FALSE|||M
Asim, Mr. Adola|35|Buenos Aires, Argentina|Southampton|New York City|||3|FALSE|||M
Asplund, Mr. Carl Oscar Vilhelm Gustafsson|40|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US||142MB|3|FALSE|||M
Asplund, Mrs. Selma Augusta Emilia (née Johansson)|38|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|15||3|TRUE|||F
Asplund, Master Filip Oscar|13|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|||3|FALSE|||M
Asplund, Master Clarence Gustaf Hugo|9|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|||3|FALSE|||M
Asplund, Master Carl Edgar|5|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|||3|FALSE|||M
Asplund, Miss Lillian Gertrud|5|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|15||3|TRUE|||F
Asplund, Master Edvin Rojj Felix|3|Alseda, Småland, Sweden|Southampton|Worcester, Massachusetts, US|15||3|TRUE|||M
Asplund, Mr. Johan Charles|23|Oskarshamn, Kalmar, Sweden|Southampton|Minneapolis, Minnesota, US|13||3|TRUE|||M
Assaf, Mrs. Mariyam (née Khalil)|45|Kafr Mishki, Lebanon|Cherbourg|Ottawa, Ontario, Canada|C||3|TRUE|||F
Assam, Mr. Ali|23|Buenos Aires, Argentina|Southampton|New York City|||3|FALSE|||M
Attala, Mr. Sleiman|30|Ottawa, Ontario, Canada|Cherbourg|Ottawa, Ontario, Canada|||3|FALSE|||M
Atta Allah, Miss Malakah|17|Beirut, Lebanon|Cherbourg|New York City|||3|FALSE|||F
Augustsson, Mr. Albert|23|Krakoryd, Småland, Sweden|Southampton|Bloomington, Indiana, US|||3|FALSE|||M
Ayyub Dahir, Miss Bannurah|15|Beirut, Lebanon|Cherbourg|Owen Sound, Ontario, Canada|C||3|TRUE|||F
Bakus, Mr. Raful|20|Lebanon|Cherbourg|New York City|||3|FALSE|||M
Backström, Mr. Karl Alfred|32|Kotka, Finland|Southampton|New York City|||3|FALSE|||M
Backström, Mrs. Maria Mathilda (née Gustafsson)[62][80]|33|Kotka, Finland|Southampton|New York City|D||3|TRUE|||F
Badman, Miss Emily Louisa|18|Clevedon, North Somerset, England|Southampton|Skaneateles, New York, US|C||3|TRUE|||F
Badt, Mr. Mohamed|40|Tripoli, Lebanon|Cherbourg|New York City|||3|FALSE|||M
Bakić, Mr. Kerim|26|Bosanska Krupa, Bosnia|Southampton|Harrisburg, Pennsylvania, US|||3|FALSE|||M
Banski, Mrs. Mara (née Osman)|31|Vagovina, Croatia|Southampton|Steelton, Pennsylvania, US|?||3|TRUE|||F
Baqlini, Mrs. Mariyam Latifa (née Qurban)|24|Ḑuhūr ash Shuwayr, Lebanon|Cherbourg|Brooklyn, New York, US|C||3|TRUE|||F
Baqlini, Miss Mariya Katarin|5|Ḑuhūr ash Shuwayr, Lebanon|Cherbourg|Brooklyn, New York, US|C||3|TRUE|||F
Baqlini, Miss Eujini|4|Ḑuhūr ash Shuwayr, Lebanon|Cherbourg|Brooklyn, New York, US|C||3|TRUE|||F
Baqlini, Miss Hileni Barbarah|0.75|Ḑuhūr ash Shuwayr, Lebanon|Cherbourg|Brooklyn, New York, US|C||3|TRUE|||F
Barbarah, Mrs. Katarin Dawud|45|Kafr Mishki, Lebanon|Cherbourg|Ottawa, Ontario, Canada|||3|FALSE|||F
Barbarah, Miss Saidah|18|Kafr Mishki, Lebanon|Cherbourg|Ottawa, Ontario, Canada|||3|FALSE|||F
Barry, Miss Julia|26|New York City, New York, US|Queenstown|New York City|||3|FALSE|||F
Barton, Mr. David John|22|Cambridge, Cambridgeshire, England|Southampton|New York City|||3|FALSE|||M
Beavan, Mr. William Thomas|18|Fillingham, Lincolnshire, England|Southampton|Russell, US|||3|FALSE|||M
Bengtsson, Mr. Johan Viktor|26|Fridhemsberg, Halland, Sweden|Southampton|Monee, Illinois, US|||3|FALSE|||M
Berglund, Mr. Karl Ivar Sven|22|Firtby, Finland|Southampton|New York City|||3|FALSE|||M
Betros, Mr. Tannous|20|Zgharta, Lebanon|Cherbourg|Waterbury, Connecticut, US|||3|FALSE|||M
Birkeland, Mr. Hans Martin Monsen|21|Bremnes, Norway|Southampton|New York City|||3|FALSE|||M
Björklund, Mr. Ernst Herbert|18|Stockholm, Sweden|Southampton|New York City|||3|FALSE|||M
Bostandyeff, Mr. Guentcho|26|Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Bourke, Mr. John|42|Carrowskehine, Mayo, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||M
Bourke, Mrs. Catherine (née McHugh)|32|Carrowskehine, Mayo, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||F
Bourke, Miss Mary|40|Carrowskehine, Mayo, Ireland|Queenstown|Chicago, Illinois, US|||3|FALSE|||F
"Bowen, Mr. David John ""Dai"""|20|Treherbert, Glamorgan, Wales|Southampton|New York City|||3|FALSE|||M
Bradley, Miss Bridget Delia|22|Kingwilliamstown, Cork, Ireland|Queenstown|Glen Falls, New York, US|13||3|TRUE|||F
Braf, Miss Elin Ester Maria|20|Medeltorp, Småland, Sweden|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Braund, Mr. Lewis Richard|29|Bridgerule, Devon, England|Southampton|Qu'Appelle Valley, Saskatchewan, Canada|||3|FALSE|||M
Braund, Mr. Owen Harris|22|Bridgerule, Devon, England|Southampton|Qu'Appelle Valley, Saskatchewan, Canada|||3|FALSE|||M
Brobeck, Mr. Karl Rudolf|22|Norrköping, Östergötland, Sweden|Southampton|Worcester, Massachusetts, US|||3|FALSE|||M
Brocklebank, Mr. William Alfred|35|Broomfield, Essex, England|Southampton|New York City|||3|FALSE|||M
Buckley, Mr. Daniel|21|Kingwilliamstown, Cork, Ireland|Queenstown|New York City|13||3|TRUE|||M
Buckley, Miss Catherine|22|Ovens, Cork, Ireland|Queenstown|Roxbury, Massachusetts, US||299MB|3|FALSE|||F
Bulus, Mrs. Sultanah (née Rizq)|40|Lebanon|Cherbourg|Kent, British Columbia, Canada|||3|FALSE|||F
Bulus, Master Akar|9|Lebanon|Cherbourg|Kent, British Columbia, Canada|||3|FALSE|||M
Bulus, Miss Nur-al-Ayn|7|Lebanon|Cherbourg|Kent, British Columbia, Canada|||3|FALSE|||F
Burke, Mr. Jeremiah|19|Glanmire, Cork, Ireland|Queenstown|Charlestown, US|||3|FALSE|||M
Burns, Miss Mary Delia|17|Kilmacowen, Sligo, Ireland|Queenstown|New York City|||3|FALSE|||F
Butrus-Youssef, Mrs. Katarin (née Rizk)|24|Sar'al, Syria|Cherbourg|Detroit, Michigan, US|C||3|TRUE|||F
Butrus-Youssef, Master Makhkhul|4|Sar'al[81], Syria|Cherbourg|Detroit, Michigan, US|D||3|TRUE|||M
Butrus-Youssef, Miss Marianna|2|Sar'al, Syria[81]|Cherbourg|Detroit, Michigan, US|C||3|TRUE|||F
Čačić, Mr. Jego Grga|18|Široka Kula, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Čačić, Mr. Luka|38|Široka Kula, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Čačić, Miss Marija|30|Široka Kula, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Čačić, Miss Manda|21|Široka Kula, Croatia|Southampton|Chicago, Illinois, US|||3|FALSE|||F
Čalić, Mr. Jovo|17|Brezik, Croatia|Southampton|Sault Ste. Marie, Michigan, US|||3|FALSE|||M
Čalić, Mr. Petar|17|Brezik, Croatia|Southampton|Sault Ste. Marie, Michigan, US|||3|FALSE|||M
Canavan, Miss Mary|22|Tonacrick, Clare, Ireland|Queenstown|Philadelphia, Pennsylvania, US|||3|FALSE|||F
"Canavan, Mr. Patrick ""Peter"""|21|Knockmaria, Mayo, Ireland|Queenstown|Philadelphia, Pennsylvania, US|||3|FALSE|||M
Cann, Mr. Ernest Charles|21|Penwithick, Cornwall, England|Southampton|New York City|||3|FALSE|||M
Caram, Mr. Joseph|28|Kfar Mechi, Syria|Cherbourg|Ottawa, Ontario, Canada||28MB[82]|3|FALSE|||M
Caram, Mrs. Maria (née Elias)|18|Kfar Mechi, Syria|Cherbourg|Ottawa, Ontario, Canada|||3|FALSE|||F
Carlsson, Mr. Carl Robert|24|Göteborg, Västergötland, Sweden|Southampton|Huntley, Illinois, US|||3|FALSE|||M
Carlsson, Mr. August Sigfrid|24|Dagsås, Halland, Sweden|Southampton|Tower, Minnesota, US|||3|FALSE|||M
Carr, Miss Jane|47|Aclare, Sligo, Ireland|Queenstown|Hartford, Connecticut, US|||3|FALSE|||F
Carver, Mr. Alfred John|28|Southampton, Hampshire, England|Southampton|New York City|||3|FALSE|||M
Celotti, Mr. Francesco|24|Milan[83], Italy|Southampton|New York City|||3|FALSE|||M
Chang, Mr. Chip|32|Hong Kong, China|Southampton|New York City|C||3|TRUE|||M
Charters, Mr. David|28|Ballinalee, Longford, Ireland|Queenstown|New York City|||3|FALSE|||M
Cheong, Mr. Foo|32|Hong Kong, China|Southampton|New York City|C||3|TRUE|||M
Christmann, Mr. Emil|29|London, England|Southampton|New York City|||3|FALSE|||M
Chronopoulos, Mr. Apostolos|26|Agios Sostis, Peloponnese, Greece|Cherbourg|New York City|||3|FALSE|||M
Chronopoulos, Mr. Dimitrios|18|Agios Sostis, Peloponnese, Greece|Cherbourg|New York City|||3|FALSE|||M
Coelho, Mr. Domingos Fernandes|20|Funchal, Madeira Islands, Portugal|Southampton|New York City|||3|FALSE|||M
"Cohen, Mr. Gershon ""Gus"""|18|London, England|Southampton|Brooklyn, New York, US|12||3|TRUE|||M
Colbert, Mr. Patrick|24|Kilkinlea, Limerick, Ireland|Queenstown|Sherbrooke, Quebec, Canada|||3|FALSE|||M
Coleff, Mr. Fotio|24|Debnevo, Troyan, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Coltcheff, Mr. Peju|36|Gumostnik, Lovec, Bulgaria|Southampton|Chicago, Illinois, US|||3|FALSE|||M
Conlon, Mr. Thomas Henry|31|Philadelphia, Pennsylvania, US|Queenstown|Philadelphia, Pennsylvania, US|||3|FALSE|||M
Connaghton, Mr. Michael|31|Brooklyn, New York, US|Queenstown|Brooklyn, New York, US|||3|FALSE|||M
"Connolly, Miss Catherine ""Kate"""|35|Bank Place, Tipperary, Ireland|Queenstown|Dobbs Ferry, New York, US|||3|FALSE|||F
"Connolly, Miss Katherine ""Kate"""|22|Cortrasna, Cavan, Ireland|Queenstown|New York City|13||3|TRUE|||F
Connors, Mr. Patrick John|61|Charleville, Cork, Ireland|Queenstown|New York City||171MB|3|FALSE|||M
Cook, Mr. Jacob (Kukk, Mr. Jakob?)|43|Russia (Estonia?)|Southampton|New York City|||3|FALSE|||M
Čor, Mr. Bartol|35|Kricina, Croatia|Southampton|Great Falls, Montana, US|||3|FALSE|||M
Čor, Mr. Ivan|27|Kricina, Croatia|Southampton|Great Falls, Montana, US|||3|FALSE|||M
Čor, Mr. Liudevit|19|Kricina, Croatia|Southampton|Great Falls, Montana, US|||3|FALSE|||M
"Corn, Mr. Henry ""Harry"""|30|London, England|Southampton|New York City|||3|FALSE|||M
Corr, Miss Helen|16|Corglass, Longford, Ireland|Queenstown|New York City|16||3|TRUE|||F
Coutts, Mrs. Mary Winnie (née Trainer)|36|London, England|Southampton|Brooklyn, New York, US|2||3|TRUE|||F
"Coutts, Master William Loch ""Willie"""|9|London, England|Southampton|Brooklyn, New York, US|2||3|TRUE|||M
Coutts, Master Neville Leslie|3|London, England|Southampton|Brooklyn, New York, US|2||3|TRUE|||M
Coxon, Mr. Daniel|59|London, England|Southampton|Merrill, Wisconsin, US|||3|FALSE|||M
Crease, Mr. Ernest James|19|Bristol, Avon, England|Southampton|Cleveland, Ohio, US|||3|FALSE|||M
Cribb, Mr. John Hatfield|44|Bournemouth, Dorset, England|Southampton|Newark, New Jersey, US|||3|FALSE|||M
Cribb, Miss Laura Mae|16|Bournemouth, Dorset, England|Southampton|Newark, New Jersey, US|12||3|TRUE|||F
Čulumović, Mr. Jeso|17|Lipova Glavica, Croatia|Southampton|Hammond, Indiana, US|||3|FALSE|||M
Dahir, Mr. Tannous|28|Beirut, Lebanon|Cherbourg|Youngstown, Ohio, US|||3|FALSE|||M
Dahl, Mr. Charles Edwart|45|Adelaide, South Australia, Australia|Southampton|Fingal, North Dakota, US|15||3|TRUE|||M
Dahlberg, Miss Gerda Ulrika|22|Stockholm, Sweden|Southampton|Chicago, Illinois, US|||3|TRUE|||F
Dakić, Mr. Branko|19|Gornji Miholjac, Croatia|Southampton|New York City|||3|FALSE|||M
